Страна;Регион;Город;Оператор;Код;Тип (моб - 1, стационарный - 0)
Польша;;;;48223500;0
Польша;;;;48223501;0
Польша;;;;48223504;0
Польша;;;;48223505;0
Польша;;;;48223506;0
Польша;;;;48223507;0
Польша;;;;48223508;0
Польша;;;;48223509;0
Польша;;;;4822351;0
Польша;;;;4822352;0
Польша;;;;4822353;0
Польша;;;;4822354;0
Польша;;;;4822355;0
Польша;;;;4822356;0
Польша;;;;4822357;0
Польша;;;;4822358;0
Польша;;;;4822359;0
Польша;;;;4822360;0
Польша;;;;4822361;0
Польша;;;;4822362;0
Польша;;;;4822363;0
Польша;;;;4822364;0
Польша;;;;48223651;0
Польша;;;;48223652;0
Польша;;;;48223653;0
Польша;;;;48223654;0
Польша;;;;48223655;0
Польша;;;;48223656;0
Польша;;;;48223657;0
Польша;;;;48223658;0
Польша;;;;48223659;0
Польша;;;;4822366;0
Польша;;;;4822367;0
Польша;;;;4822368;0
Польша;;;;4822369;0
Польша;;;;4822370;0
Польша;;;;4822371;0
Польша;;;;4822372;0
Польша;;;;4822373;0
Польша;;;;4822374;0
Польша;;;;4822375;0
Польша;;;;4822376;0
Польша;;;;4822377;0
Польша;;;;48223780;0
Польша;;;;48223783;0
Польша;;;;48223785;0
Польша;;;;48223786;0
Польша;;;;48223787;0
Польша;;;;48223788;0
Польша;;;;48223789;0
Польша;;;;4822379;0
Польша;;;;4822380;0
Польша;;;;4822381;0
Польша;;;;4822382;0
Польша;;;;4822383;0
Польша;;;;4822384;0
Польша;;;;4822385;0
Польша;;;;4822386;0
Польша;;;;4822387;0
Польша;;;;48223880;0
Польша;;;;48223881;0
Польша;;;;48223882;0
Польша;;;;48223883;0
Польша;;;;48223884;0
Польша;;;;48223885;0
Польша;;;;48223887;0
Польша;;;;48223888;0
Польша;;;;48223889;0
Польша;;;;4822389;0
Польша;;;;48223900;0
Польша;;;;48223901;0
Польша;;;;48223902;0
Польша;;;;48223904;0
Польша;;;;48223905;0
Польша;;;;48223907;0
Польша;;;;48223908;0
Польша;;;;48223909;0
Польша;;;;4822391;0
Польша;;;;4822392;0
Польша;;;;4822393;0
Польша;;;;4822394;0
Польша;;;;4822395;0
Польша;;;;4822396;0
Польша;;;;4822397;0
Польша;;;;4822398;0
Польша;;;;48223990;0
Польша;;;;48223991;0
Польша;;;;48223992;0
Польша;;;;48223993;0
Польша;;;;48223994;0
Польша;;;;48223995;0
Польша;;;;48223996;0
Польша;;;;48223997;0
Польша;;;;48223998;0
Польша;;;;482240;0
Польша;;;;482241;0
Польша;;;;4822420;0
Польша;;;;4822421;0
Польша;;;;4822422;0
Польша;;;;4822423;0
Польша;;;;4822424;0
Польша;;;;4822425;0
Польша;;;;4822426;0
Польша;;;;48224270;0
Польша;;;;48224272;0
Польша;;;;48224273;0
Польша;;;;48224274;0
Польша;;;;48224275;0
Польша;;;;48224276;0
Польша;;;;48224277;0
Польша;;;;48224278;0
Польша;;;;48224279;0
Польша;;;;48224281;0
Польша;;;;48224282;0
Польша;;;;48224283;0
Польша;;;;48224284;0
Польша;;;;48224285;0
Польша;;;;4822429;0
Польша;;;;482243;0
Польша;;;;482244;0
Польша;;;;482245;0
Польша;;;;482246;0
Польша;;;;48224700;0
Польша;;;;48224701;0
Польша;;;;48224702;0
Польша;;;;4822471;0
Польша;;;;4822472;0
Польша;;;;4822473;0
Польша;;;;4822474;0
Польша;;;;4822475;0
Польша;;;;4822476;0
Польша;;;;4822477;0
Польша;;;;4822478;0
Польша;;;;48224790;0
Польша;;;;48224791;0
Польша;;;;48224792;0
Польша;;;;48224793;0
Польша;;;;48224798;0
Польша;;;;48224799;0
Польша;;;;48224800;0
Польша;;;;48224804;0
Польша;;;;48224805;0
Польша;;;;48224806;0
Польша;;;;48224808;0
Польша;;;;4822481;0
Польша;;;;4822482;0
Польша;;;;4822483;0
Польша;;;;4822484;0
Польша;;;;4822485;0
Польша;;;;4822486;0
Польша;;;;48224870;0
Польша;;;;48224872;0
Польша;;;;48224873;0
Польша;;;;48224874;0
Польша;;;;48224875;0
Польша;;;;48224876;0
Польша;;;;48224877;0
Польша;;;;48224878;0
Польша;;;;48224879;0
Польша;;;;4822488;0
Польша;;;;4822489;0
Польша;;;;4822490;0
Польша;;;;4822491;0
Польша;;;;4822492;0
Польша;;;;4822493;0
Польша;;;;4822494;0
Польша;;;;4822495;0
Польша;;;;4822496;0
Польша;;;;4822497;0
Польша;;;;4822498;0
Польша;;;;4822499;0
Польша;;;;4822700;0
Польша;;;;4822701;0
Польша;;;;4822702;0
Польша;;;;4822703;0
Польша;;;;4822704;0
Польша;;;;4822705;0
Польша;;;;4822706;0
Польша;;;;4822707;0
Польша;;;;4822708;0
Польша;;;;4822709;0
Польша;;;;482271;0
Польша;;;Era;48600;1
Польша;;;Era;48606;1
Польша;;;Era;48608;1
Польша;;;Era;48660;1
Польша;;;Era;48662;1
Польша;;;Era;48664;1
Польша;;;Era;48666;1
Польша;;;Era;48668;1
Польша;;;Era;48692;1
Польша;;;Era;48694;1
Польша;;;Era;48696;1
Польша;;;Era;48698;1
Польша;;;Era;48720;1
Польша;;;Era;487272;1
Польша;;;Era;487273;1
Польша;;;Era;48728;1
Польша;;;Era;48784;1
Польша;;;Era;48787;1
Польша;;;Era;48788;1
Польша;;;Era;487954;1
Польша;;;Era;487955;1
Польша;;;Era;48880;1
Польша;;;Era;48881;1
Польша;;;Era;48882;1
Польша;;;Era;488833;1
Польша;;;Era;488838;1
Польша;;;Era;48884;1
Польша;;;Era;48886;1
Польша;;;Era;48888;1
Польша;;;Era;48889;1
Польша;;;Era;48899;1
Польша;;;Orange;4850;1
Польша;;;Orange;4851;1
Польша;;;Orange;48690;1
Польша;;;Orange;48780;1
Польша;;;Orange;48786;1
Польша;;;Orange;48789;1
Польша;;;Orange;4879;1
Польша;;;Others;4860;1
Польша;;;Others;486666;1
Польша;;;Others;48699;1
Польша;;;Others;4872;1
Польша;;;Plus;48603;1
Польша;;;Plus;48605;1
Польша;;;Plus;48607;1
Польша;;;Plus;48609;1
Польша;;;Plus;48661;1
Польша;;;Plus;48663;1
Польша;;;Plus;48665;1
Польша;;;Plus;48667;1
Польша;;;Plus;48669;1
Польша;;;Plus;48691;1
Польша;;;Plus;48693;1
Польша;;;Plus;48695;1
Польша;;;Plus;48697;1
Польша;;;Plus;486995;1
Польша;;;Plus;486997;1
Польша;;;Plus;486998;1
Польша;;;Plus;486999;1
Польша;;;Plus;48721;1
Польша;;;Plus;48722;1
Польша;;;Plus;48723;1
Польша;;;Plus;48724;1
Польша;;;Plus;48725;1
Польша;;;Plus;48726;1
Польша;;;Plus;487274;1
Польша;;;Plus;487275;1
Польша;;;Plus;487276;1
Польша;;;Plus;487277;1
Польша;;;Plus;487278;1
Польша;;;Plus;487279;1
Польша;;;Plus;487290;1
Польша;;;Plus;487291;1
Польша;;;Plus;48781;1
Польша;;;Plus;48782;1
Польша;;;Plus;48783;1
Польша;;;Plus;48785;1
Польша;;;Plus;48885;1
Польша;;;Plus;48887;1
Польша;;;Р4;48530;1
Польша;;;Р4;48531;1
Польша;;;Р4;48533;1
Польша;;;Р4;48535;1
Польша;;;Р4;4869967;1
Польша;;;Р4;4869969;1
Польша;;;Р4;48790;1
Польша;;;Р4;48791;1
Польша;;;Р4;48792;1
Польша;;;Р4;48793;1
Польша;;;Р4;48794;1
Польша;;;Р4;487950;1
Польша;;;Р4;487956;1
Польша;;;Р4;487957;1
Польша;;;Р4;487958;1
Польша;;;Р4;487959;1
Польша;;;Р4;48796;1
Польша;;;Р4;48883;1
Польша;;;роуминг Era;48602;1
Польша;;;роуминг Era;48604;1
Польша;;;роуминг Orange;48501;1
Польша;;;роуминг Plus;48601;1
Польша;;Варшава;OLO;4822220;0
Польша;;Варшава;OLO;4822221;0
Польша;;Варшава;специальные сервисы;482219889;0
Польша;;;Centernet;486907;1
Польша;;;Centernet;487280;1
Польша;;;Centernet;487990;1
Польша;;;Centernet;488811;1
Польша;;;Era;48538;1
Польша;;;Era;487299;1
Польша;;;Era;487953;1
Польша;;;Era;487391;1
Польша;;;Era;487951;1
Польша;;;Era;48532;1
Польша;;;Era;487952;1
Польша;;;Era;488819;1
Польша;;;Era;488810;1
Польша;;;Era;488818;1
Польша;;;Era;487298;1
Польша;;;Era;48539;1
Польша;;;Orange;487892;1
Польша;;;Orange;487893;1
Польша;;;Orange;48795;1
Польша;;;Orange;487894;1
Польша;;;Orange;487996;1
Польша;;;Orange;487999;1
Польша;;;Orange;487890;1
Польша;;;Orange;487998;1
Польша;;;Orange;487997;1
Польша;;;Orange;487891;1
Польша;;;Orange;48798;1
Польша;;;Orange;48797;1
Польша;;;Plus;487895;1
Польша;;;Plus;487896;1
Польша;;;Plus;487296;1
Польша;;;Plus;487292;1
Польша;;;Plus;487294;1
Польша;;;Plus;487270;1
Польша;;;Plus;487899;1
Польша;;;Plus;4872971;1
Польша;;;Plus;487293;1
Польша;;;Plus;487295;1
Польша;;;Plus;487897;1
Польша;;;Plus;487898;1
Польша;;;P4;48534;1
Польша;;;P4;485374;1
Польша;;;P4;488815;1
Польша;;;P4;485372;1
Польша;;;P4;485373;1
Польша;;;P4;48732;1
Польша;;;P4;487995;1
Польша;;;P4;488813;1
Польша;;;P4;48731;1
Польша;;;P4;48733;1
Польша;;;P4;488816;1
Польша;;;P4;486908;1
Польша;;;P4;48730;1
Польша;;;P4;487390;1
Польша;;;P4;48536;1
Польша;;;P4;48537;1
Польша;;;P4;487991;1
Польша;;;P4;487992;1
Польша;;;P4;487994;1
Польша;;;P4;485370;1
Польша;;;P4;485371;1
Польша;;;P4;486900;1
Польша;;;P4;486909;1
Польша;;;P4;487392;1
Польша;;;P4;488814;1
Польша;;;P4;487993;1
Польша;;;P4;488812;1
Польша;;;P4;488817;1
Польша;;;;4853;1
Польша;;;специальные сервисы;48333335;0
Польша;;;специальные сервисы;4880;0
Польша;;;специальные сервисы;4870;0
Польша Варшава, Специальные сервисы;;;Спец.сервисы;482219888;0
Польша Варшава, Специальные сервисы;;;Спец.сервисы;482219889;0
Португалия;;;;351;0
Португалия;;;Optimus;35193;1
Португалия;;;Others;351169;1
Португалия;;;Others;351189;1
Португалия;;;Others;3516;1
Португалия;;;Others;3519;1
Португалия;;;TMN;35196;1
Португалия;;;Vodafone;35191;1
Португалия;;;TMN и MVNO;35192;1
Пуэрто-Рико;;;;1787;0
Пуэрто-Рико;;;;1939;0
Реюньон о-в;;;;262;0
Реюньон о-в;;;;262269;1
Реюньон о-в;;;;262639;1
Реюньон о-в;;;;262692;1
Реюньон о-в;;;;262693;1
Россия;;;;7;0
Россия;;;Бесплатные номера;8800;0
Россия;;;Экстренные службы;1;0
Россия;;;Экстренные службы;2;0
Россия;;;Экстренные службы;3;0
Россия;;;Экстренные службы;4;0
Россия;;;Экстренные службы;5;0
Россия;;;Экстренные службы;6;0
Россия;;;Экстренные службы;7;0
Россия;;;Экстренные службы;8;0
Россия;;;Экстренные службы;9;0
Россия;Алтайский край;Барнаул;;73852;0
Россия;Алтайский край;;;7385;0
Россия;Амурская область;Благовещенск;;74162;0
Россия;Амурская область;;;7416;0
Россия;Архангельская область;Архангельск;;78182;0
Россия;Архангельская область;;;7818;0
Россия;Астраханская область;Астрахань;;78512;0
Россия;Астраханская область;;;7851;0
Россия;Белгородская область;Белгород;;74722;0
Россия;Белгородская область;;;7472;0
Россия;Брянская область;Брянск;;74832;0
Россия;Брянская область;;;7483;0
Россия;Владимирская область;Владимир;;74922;0
Россия;Владимирская область;;;7492;0
Россия;Волгоградская область;Волгоград;;78442;0
Россия;Волгоградская область;;;7844;0
Россия;Вологодская область;Вологда;;78172;0
Россия;Вологодская область;Череповец;;78202;0
Россия;Вологодская область;;;7817;0
Россия;Вологодская область;;;782;0
Россия;Воронежская область;Воронеж;;74732;0
Россия;Воронежская область;;;7473;0
Россия;Еврейская АО;Биробиджан;;74262;0
Россия;Еврейская АО;;;7426;0
Россия;Ивановская область;Иваново;;74932;0
Россия;Ивановская область;;;7493;0
Россия;Иркутская область;Иркутск;;73952;0
Россия;Иркутская область;;;7395;0
Россия;Кабардино-Балкарская Республика;Нальчик;;78662;0
Россия;Кабардино-Балкарская Республика;;;7866;0
Россия;Калининградская область;Калининград;;74012;0
Россия;Калининградская область;;;7401;0
Россия;Калужская область;Калуга;;74842;0
Россия;Калужская область;;;7484;0
Россия;Камчатский край;Петропавловск-Камчатский;;74152;0
Россия;Камчатский край;;;7415;0
Россия;Карачаево-Черкесская Республика;Черкесск;;78782;0
Россия;Карачаево-Черкесская Республика;;;7878;0
Россия;Кемеровская область;Кемерово;;73842;0
Россия;Кемеровская область;;;7384;0
Россия;Кировская область;Киров;;78332;0
Россия;Кировская область;;;7833;0
Россия;Костромская область;Кострома;;74942;0
Россия;Костромская область;;;7494;0
Россия;Краснодарский край;Краснодар;;78612;0
Россия;Краснодарский край;Сочи;;7862;0
Россия;Краснодарский край;;;7861;0
Россия;Краснодарский край;;;7862;0
Россия;Красноярский край;Красноярск;;73912;0
Россия;Красноярский край;;;7391;0
Россия;Курганская область;Курган;;73522;0
Россия;Курганская область;;;7352;0
Россия;Курская область;Курск;;74712;0
Россия;Курская область;;;7471;0
Россия;Липецкая область;Липецк;;74742;0
Россия;Липецкая область;;;7474;0
Россия;Магаданская область;Магадан;;74132;0
Россия;Магаданская область;;;7413;0
Россия;;Москва;;7495;0
Россия;;Москва;;7499;0
Россия;Московская область;;;7496;0
Россия;Московская область;;;7498;0
Россия;Мурманская область;Мурманск;;78152;0
Россия;Мурманская область;;;7815;0
Россия;Ненецкий АО;Нарьян-Мар;;781853;0
Россия;Ненецкий АО;;;781857;0
Россия;Нижегородская область;Н.Новгрод;;78312;0
Россия;Нижегородская область;Н.Новгрод;;78314;0
Россия;Нижегородская область;;;7831;0
Россия;Новгородская область;Великий Новгород;;78162;0
Россия;Новгородская область;;;7816;0
Россия;Новосибирская область;Нвосибирск;;73832;0
Россия;Новосибирская область;Нвосибирск;;73833;0
Россия;Новосибирская область;;;7383;0
Россия;Омсккая область;Омск;;73812;0
Россия;Омсккая область;;;7381;0
Россия;Оренбургская область;Оренбург;;73532;0
Россия;Оренбургская область;;;7353;0
Россия;Орловская область;Орел;;74862;0
Россия;Орловская область;;;7486;0
